id, name, price, category, description, rating, reviews, marketing, background, img1, img2, img3, name1, name2, name3, color1, color2, color3
94, FULL ESSENTIALS INVISIMATTE, 70, BLOTTING, ON-THE-GO FILTER EFFECT, 5, 45, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background8.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model6.jpg, TIGER TINI, MO HUNNY, TURKS AND CAICOS, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color11.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color11.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color19.png
95, HYDRATING ESSENTIALS COMPLEXION, 36, BODY, INSTANT REFRESH, 1, 68, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model6.jpg, BEACH BUM, FRECKLE FIESTA, BORDEAUX BRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color12.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color21.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color11.png
96, LUMINIZER INVISIMATTE SOFT MATTE, 120, LIPSTICK, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 1, 28, BEST SELLER, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model9.jpg, FENTY GLOW, SHAWTY, BORDEAUX BRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color27.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color19.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png
97, FULL PRO FILTR COMPLEXION, 48, POWDER, FOR FAIR TO LIGHT SKIN TONES - GREAT FOR BRIGHTENING, 5, 70, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product18.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, BUTTA BISCUIT, THICC, TEDDY, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color32.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color17.png
98, COMPLEXION SOFT MATTE LIPSTICK, 50, BRONZER, FOR TAN TO DEEP SKIN TONES, 4, 98, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model3.jpg, BLONDE, MACCHIATO, CLAPBACK, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color31.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color14.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color13.png
99, BLUSH LUMINIZER POWDER, 60, FOUNDATION, FOR FAIR TO LIGHT SKIN TONES - GREAT FOR BRIGHTENING, 3, 25, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background2.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, CHIC PHREAK, TOFFEE TEASE, MEAN MONEY, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png
100, LIPSTICK FULL GLOW, 120, CONTOUR, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 3, 79, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product17.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, STARSTRUCK, $WEET MOUTH, PMS, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color32.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color27.png
101, SOFT MATTE BLUSH BLUSH, 120, CONTOUR, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 3, 13, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product3.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, HOT CHOCOLIT, TROPHY WIFE, MOSCOW MULE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color27.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png
102, SOFT MATTE POWDER POWDER, 70, FOUNDATION, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 5, 16, BEST SELLER, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product18.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model1.jpg, SAW-C, UNICORN, MOSCOW MULE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color14.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color15.png
103, INVISIMATTE HYDRATING ESSENTIALS, 36, LIPSTICK, FOR TAN TO DEEP SKIN TONES, 4, 61, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, UNICORN, CANDY VENOM, TURKS AND CAICOS, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color20.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png
104, GLOW PRO FILTR FULL, 60, POWDER, ON-THE-GO FILTER EFFECT, 5, 29, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background6.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model4.jpg, UNICORN, HU$TLA BABY, CHAMPAGNE HEIST, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color29.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color32.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color29.png
105, LUMINIZER POWDER PRO FILTR, 40, BODY, ON-THE-GO FILTER EFFECT, 2, 45, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background12.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product16.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model5.jpg, TOFFEE TEASE, CANDY VENOM, BEACH BUM, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color26.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color32.png
106, LIPSTICK INVISIMATTE SOFT MATTE, 48, FOUNDATION, INSTANT REFRESH, 5, 5, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background7.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product12.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model3.jpg, TURKS AND CAICOS, PINK LEMONADE, COGNAC, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color14.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color13.png
107, COMPLEXION PRO FILTR LUMINIZER, 70, BROWS, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 1, 65, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background7.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product14.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, MO HUNNY, TURKS AND CAICOS, FENTY GLOW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color29.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color14.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color24.png
108, INVISIMATTE MATTIFYING LIPSTICK, 50, FOUNDATION, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 3, 46, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product17.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model3.jpg, SHAWTY, TURKS AND CAICOS, FIRE CRYSTAL, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color19.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color24.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color24.png
109, FULL SOFT MATTE POWDER, 60, CONCEALER, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 4, 74, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model6.jpg, FU$$Y, UNICORN, CONFETTI, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color28.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color23.png
110, INVISIMATTE MATTIFYING SOFT MATTE, 28, BRONZER, FOR FAIR TO LIGHT SKIN TONES - GREAT FOR BRIGHTENING, 3, 50, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product13.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model5.jpg, MACCHIATO, UNICORN, TRIPPIN, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color11.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color17.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png
111, SOFT MATTE COMPLEXION GLOW, 80, LIPSTICK, ON-THE-GO FILTER EFFECT, 4, 22, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background12.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, SAW-C, SHAWTY, CHAMPAGNE HEIST, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color26.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color15.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png
112, COMPLEXION GLOW PRO FILTR, 70, BLOTTING, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 5, 1, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product3.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model5.jpg, TROPHY WIFE, AFTERNOON SNACK, DRAGON MAMI, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color29.png
113, COMPLEXION ESSENTIALS GLOW, 28, BRONZER, FOR TAN TO DEEP SKIN TONES, 3, 73, NEW, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product8.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model4.jpg, $WEET MOUTH, BORDEAUX BRAT, PUMPKIN ROSE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color20.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color12.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png
114, POWDER PRO FILTR FULL, 48, FOUNDATION, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 5, 60, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product6.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, PMS, FRECKLE FIESTA, MEAN MONEY, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color29.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color20.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png
115, POWDER INVISIMATTE POWDER, 70, CONCEALER, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 1, 21, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background2.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product10.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model4.jpg, HOT CHOCOLIT, BEACH BUM, SAW-C, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color12.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color14.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color25.png
116, COMPLEXION COMPLEXION FULL, 52, BODY, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 1, 65, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model1.jpg, COGNAC, TOFFEE TEASE, BEACH BUM, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color19.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png
117, SOFT MATTE INVISIMATTE SOFT MATTE, 90, FOUNDATION, FOR TAN TO DEEP SKIN TONES, 3, 37, BEST SELLER, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product18.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color6.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, CHILLZ, LIGHTNING DUST, MEAN MONEY, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color8.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color4.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color23.png
118, COMPLEXION HYDRATING INVISIMATTE, 40, CONTOUR, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 3, 19, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product3.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model10.jpg, AFTERNOON SNACK, CONFETTI, AMBER, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color7.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color20.png
119, COMPLEXION BLUSH MATTIFYING, 48, FOUNDATION, ON-THE-GO FILTER EFFECT, 4, 92, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background1.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product15.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model9.jpg, THICC, AMBER, TROPHY WIFE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color33.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color22.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png
120, INVISIMATTE LUMINIZER POWDER, 32, BODY, ON-THE-GO FILTER EFFECT, 5, 42, EXCLUSIVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model8.jpg, GIRL NEXT DOOR, SHAWTY, BEACH BUM, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color3.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color24.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color24.png
121, SOFT MATTE LUMINIZER POWDER, 36, BRONZER, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 2, 22, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background7.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product19.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color2.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model6.jpg, GIRL NEXT DOOR, FENTY GLOW, PMS, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color30.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color20.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png
122, LIPSTICK POWDER PRO FILTR, 48, CONTOUR, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 3, 86, LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product4.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model7.jpg, LIGHTNING DUST, TROPHY WIFE, BORDEAUX BRAT, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color19.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color23.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color21.png
123, PRO FILTR LIPSTICK INVISIMATTE, 70, FOUNDATION, FOR DEEP TO VERY DEEP SKIN TONES - GREAT FOR BRIGHTENING, 1, 10, NEW + LIMITED EDITION, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background11.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product5.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color10.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model3.jpg, DRAGON MAMI, CONFETTI, GLASS SLIPPER, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color23.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color17.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color9.png
124, BLUSH MATTIFYING ESSENTIALS, 70, FOUNDATION, MEDIUM TO FULL COVERAGE FOR ALL SKIN TONES., 1, 61, RIHANNAS FAVE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Background/background9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/products/product9.jpg, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color5.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/model/model2.jpg, MACCHIATO, STARSTRUCK, TROPHY WIFE, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color1.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color18.png, https://fentybeauty.s3-us-west-1.amazonaws.com/Fenty+Photos/Foreground/colors/color11.png
